#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2022-11-23T11:17:57 [V7.294]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	version=7.294	
#INFO	-ref=VIZ637dfd101c8380	
#INFO	-out.max=1000	
#INFO	queryParameters=30	
#-oc.form=dec
#-out.max=1000
#-order=I
#-out.src=J/A+A/661/A23/tableb1
#-nav=cat:J/A+A/661/A23&tab:{J/A+A/661/A23/tableb1}&key:source=J/A+A/661/A23&HTTPPRM:&&-ref=VIZ637dfd101c8380&-out.max=1000&-out.form=HTML Table&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=Host&-out=Pl-letter&-out=Pl-asem&-out=Mass&-out=f_Mass&-out=Rad&-out=f_Rad&-out=Dist&-out=ftrans&-out=FX&-out=binary&-out=Xray-prov&-out=LX&-out=LXUV&-out=FplX&-out=FplXUV&-out=dM/dt&-out=SimbadName&-out=_RA&-out=_DE&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/A+A/661/A23/tableb1
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/661/A23/tableb1
#-out=Host
#-out=Pl-letter
#-out=Pl-asem
#-out=Mass
#-out=f_Mass
#-out=Rad
#-out=f_Rad
#-out=Dist
#-out=ftrans
#-out=FX
#-out=binary
#-out=Xray-prov
#-out=LX
#-out=LXUV
#-out=FplX
#-out=FplXUV
#-out=dM/dt
#-out=SimbadName
#-out=_RA
#-out=_DE
#

#RESOURCE=yCat_36610023
#Name: J/A+A/661/A23
#Title: Exoplanet X-ray irradiation and evaporation rates (Foster+, 2022)
#Table	J_A_A_661_A23_tableb1:
#Name: J/A+A/661/A23/tableb1
#Title: Exoplanet irradiation fluxes and mass-loss rates
#Column	Host	(a27)	Host star name	[ucd=meta.id;meta.main]
#Column	Pl-letter	(A1)	Planet letter	[ucd=meta.note]
#Column	Pl-asem	(F23.18)	? Planet semi-major axis	[ucd=phys.size.smajAxis]
#Column	Mass	(F6.1)	? Planet mass	[ucd=phys.mass]
#Column	f_Mass	(F4.1)	[0/1]? Flag if mass was calculated	[ucd=meta.code]
#Column	Rad	(F4.1)	? Planet radius	[ucd=phys.angSize;src]
#Column	f_Rad	(F4.1)	[0/1]? Flag if radius was calculated	[ucd=meta.code]
#Column	Dist	(F10.6)	? Host star distance	[ucd=pos.distance]
#Column	ftrans	(I1)	[0/1]Flag if exoplanet is transiting	[ucd=meta.code]
#Column	FX	(E8.1)	Adopted stellar X-ray flux, 0.2-2 keV	[ucd=phot.flux;em.X-ray]
#Column	binary	(A1)	[0/1]Multi-stellar system flag	[ucd=meta.code]
#Column	Xray-prov	(A1)	[CERX] Adopted X-ray flux data source (1)	[ucd=meta.code]
#Column	LX	(D23.16)	? Stellar X-ray luminosity, 0.2-2keV	[ucd=phys.luminosity;em.X-ray]
#Column	LXUV	(D23.16)	? Stellar XUV luminosity	[ucd=phys.luminosity;em.UV]
#Column	FplX	(D23.16)	? Planet Xray irradiation flux, 0.2-2keV	[ucd=phot.flux;em.X-ray]
#Column	FplXUV	(D21.14)	? Planetary XUV irradiation flux	[ucd=phot.flux;em.UV]
#Column	dM/dt	(F29.15)	? Estimated planetary mass loss rate	[ucd=phys.mass.loss]
#Column	SimbadName	(a23)	Simbad column added by the CDS	[ucd=meta.id]
#Column	_RA	(F9.5)	Right Ascension (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Declination (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.dec;meta.main]
Host	Pl-letter	Pl-asem	Mass	f_Mass	Rad	f_Rad	Dist	ftrans	FX	binary	Xray-prov	LX	LXUV	FplX	FplXUV	dM/dt	SimbadName	_RA	_DE
HD 39091                   	c	   0.068390000000000006	   4.8	 0.0	 2.0	 0.0	 18.270200	1	 1.3e-13	0	R	 5.3708390347070860e+27	 5.6274757274924203e+28	 4.0830422898063830e+02	 4.27814373726872e+03	   2797558850.529862880706787	HD 39091               	084.29120	-80.46912
psi 1 Dra B                	b	   4.429999999999999716	 486.3	 0.0	13.7	 1.0	 22.718800	0	 3.7e-13	1	R	 2.3034774909688843e+28	 2.0172902573955841e+29	 4.1735293238079946e-01	 3.65500426068039e+00	      7207363.288560668006539	psi01 Dra B            	265.49210	+72.15690
tau Boo                    	b	   0.049000000000000002	1373.0	 0.0	13.2	 1.0	 15.652100	0	 2.8e-12	0	E	 8.2320773126079236e+28	 6.1864604128755947e+29	 1.2191137494481527e+04	 9.16172026008831e+04	  56490856431.681800842285156	tau Boo                	206.81558	+17.45689
tau Cet                    	e	   0.538000000000000034	   3.9	 0.0	 1.8	 1.0	  3.603040	0	 1.9e-13	0	R	 2.9902017568739983e+26	 4.5231199030758684e+27	 3.6733549026432882e-01	 5.55648950209192e+00	      3253329.142119730822742	tau Cet                	026.01701	-15.93748
tau Cet                    	f	   1.334000000000000075	   3.9	 0.0	 1.8	 1.0	  3.603040	0	 1.9e-13	0	R	 2.9902017568739983e+26	 4.5231199030758684e+27	 5.9746955782267248e-02	 9.03760571425396e-01	       529152.552778166718781	tau Cet                	026.01701	-15.93748
tau Cet                    	g	   0.133000000000000007	   1.8	 0.0	 1.0	 1.0	  3.603040	0	 1.9e-13	0	R	 2.9902017568739983e+26	 4.5231199030758684e+27	 6.0106876388754804e+00	 9.09204899905869e+01	                             	tau Cet                	026.01701	-15.93748
tau Cet                    	h	   0.242999999999999994	   1.8	 0.0	 1.0	 1.0	  3.603040	0	 1.9e-13	0	R	 2.9902017568739983e+26	 4.5231199030758684e+27	 1.8005902495227422e+00	 2.72365755125996e+01	                             	tau Cet                	026.01701	-15.93748
tau Gem                    	b	   1.169999999999999929	6547.0	 0.0	12.4	 1.0	112.537000	0	 7.6e-14	0	E	 1.1449383025562658e+29	 8.2753286807227719e+29	 2.9739749756231681e+01	 2.14951498753941e+02	     23044869.784288384020329	tau Gem                	107.78488	+30.24516
ups And                    	b	   0.059221999999999997	 218.5	 0.0	14.2	 1.0	 13.405400	0	 2.7e-13	0	X	 5.8499566887533755e+27	 6.0645930500735687e+28	 5.9308024693742050e+02	 6.14840508242989e+03	  29696759110.893280029296875	ups And                	024.19934	+41.40546
ups And                    	c	   0.827774000000000010	 629.6	 0.0	13.6	 1.0	 13.405400	0	 2.7e-13	0	X	 5.8499566887533755e+27	 6.0645930500735687e+28	 3.0356803333118014e+00	 3.14706019739284e+01	     46468390.480806678533554	ups And                	024.19934	+41.40546
ups And                    	d	   2.513290000000000024	1313.2	 0.0	13.2	 1.0	 13.405400	0	 2.7e-13	0	X	 5.8499566887533755e+27	 6.0645930500735687e+28	 3.2930201876562476e-01	 3.41384191479678e+00	      2212618.922200693283230	ups And                	024.19934	+41.40546

